submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s654513272,p00002,u476672042,1459854246,C,C,c,Wrong Answer,0,600,224,0/1
s303273714,p00002,u476672042,1459854309,C,C,c,Accepted,0,600,192,1/1
s134555172,p00002,u382311015,1460440444,C,C,c,Time Limit Exceeded,20000,596,278,0/1
s373206173,p00002,u382311015,1460441249,C,C,c,Time Limit Exceeded,20000,596,295,0/1
s551884882,p00002,u382311015,1460441959,C,C,c,Accepted,0,600,250,1/1
s207778586,p00002,u912455346,1460594294,C,C,c,Compile Error,0,0,180,0/1
s546872445,p00002,u598565015,1460609293,C,C,c,Wrong Answer,0,600,202,0/1
s425937781,p00002,u598565015,1460611030,C,C,c,Wrong Answer,0,600,294,0/1
s764559039,p00002,u015013526,1460681885,C,C,c,Wrong Answer,0,600,133,0/1
s761202773,p00002,u015013526,1460683608,C,C,c,Wrong Answer,0,600,209,0/1
s243567487,p00002,u015013526,1460684069,C,C,c,Accepted,0,600,239,1/1
s861475332,p00002,u598565015,1460705893,C,C,c,Wrong Answer,0,600,263,0/1
s867785630,p00002,u598565015,1460706367,C,C,c,Wrong Answer,0,596,285,0/1
s776610356,p00002,u598565015,1460706665,C,C,c,Wrong Answer,0,600,227,0/1
s015679035,p00002,u598565015,1460707048,C,C,c,Wrong Answer,0,600,183,0/1
s965765073,p00002,u598565015,1460707193,C,C,c,Time Limit Exceeded,20000,596,216,0/1
s546969912,p00002,u598565015,1460707395,C,C,c,Accepted,0,600,209,1/1
s407536966,p00002,u569098935,1460791900,C,C,c,Wrong Answer,0,600,212,0/1
s145031602,p00002,u569098935,1460792099,C,C,c,Wrong Answer,0,600,240,0/1
s393418453,p00002,u569098935,1460792227,C,C,c,Wrong Answer,0,600,237,0/1
s567015739,p00002,u569098935,1460792331,C,C,c,Accepted,0,600,242,1/1
s179937686,p00002,u645070900,1460795257,C,C,c,Time Limit Exceeded,20000,600,618,0/1
s671050947,p00002,u645070900,1460795395,C,C,c,Time Limit Exceeded,20000,600,618,0/1
s779945755,p00002,u645070900,1460795826,C,C,c,Wrong Answer,0,604,616,0/1
s861009256,p00002,u645070900,1460796493,C,C,c,Wrong Answer,0,560,382,0/1
s762851871,p00002,u645070900,1460796590,C,C,c,Time Limit Exceeded,20000,596,340,0/1
s098964278,p00002,u645070900,1460796675,C,C,c,Wrong Answer,0,600,320,0/1
s163014189,p00002,u645070900,1460797067,C,C,c,Wrong Answer,0,600,350,0/1
s705726169,p00002,u645070900,1460797107,C,C,c,Wrong Answer,0,596,351,0/1
s677262224,p00002,u645070900,1460818365,C,C,c,Accepted,0,600,365,1/1
s326069535,p00002,u729576263,1461054493,C,C,c,Accepted,0,600,274,1/1
s359667090,p00002,u527286045,1461162422,C,C,c,Accepted,0,600,204,1/1
s978529691,p00002,u883287682,1461252630,C,C,c,Runtime Error,0,600,180,0/1
s785095315,p00002,u883287682,1461252707,C,C,c,Runtime Error,0,596,182,0/1
s171971369,p00002,u883287682,1461252879,C,C,c,Runtime Error,0,600,181,0/1
s844962581,p00002,u883287682,1461253075,C,C,c,Wrong Answer,0,600,194,0/1
s869926206,p00002,u883287682,1461253348,C,C,c,Wrong Answer,0,600,192,0/1
s740019257,p00002,u883287682,1461253393,C,C,c,Wrong Answer,0,600,204,0/1
s656463942,p00002,u883287682,1461253435,C,C,c,Wrong Answer,0,600,204,0/1
s539551099,p00002,u883287682,1461253714,C,C,c,Wrong Answer,0,600,208,0/1
s428779304,p00002,u883287682,1461253832,C,C,c,Wrong Answer,0,600,208,0/1
s364212070,p00002,u832413980,1461294064,C,C,c,Wrong Answer,0,600,650,0/1
s973902243,p00002,u832413980,1461294155,C,C,c,Wrong Answer,0,600,637,0/1
s849269803,p00002,u832413980,1461298709,C,C,c,Accepted,0,600,589,1/1
s046897928,p00002,u011621222,1461308919,C,C,c,Accepted,0,644,150,1/1
s347129682,p00002,u011621222,1461335897,C,C,c,Runtime Error,0,600,192,0/1
s248433833,p00002,u192066404,1461382847,C,C,c,Accepted,0,612,177,1/1
s058612043,p00002,u361556603,1461571025,C,C,c,Runtime Error,0,600,191,0/1
s845983980,p00002,u361556603,1461571116,C,C,c,Wrong Answer,0,600,201,0/1
s484118421,p00002,u361556603,1461571259,C,C,c,Wrong Answer,0,600,197,0/1
s055912666,p00002,u361556603,1461571321,C,C,c,Wrong Answer,0,600,196,0/1
s393272772,p00002,u361556603,1461571351,C,C,c,Wrong Answer,0,596,197,0/1
s813235296,p00002,u361556603,1461571411,C,C,c,Wrong Answer,0,600,198,0/1
s325254869,p00002,u327488898,1461642421,C,C,c,Accepted,0,600,179,1/1
s804280602,p00002,u467070262,1461758092,C,C,c,Runtime Error,0,592,233,0/1
s015344127,p00002,u467070262,1461758199,C,C,c,Runtime Error,0,592,233,0/1
s775031325,p00002,u467070262,1461758471,C,C,c,Runtime Error,0,592,235,0/1
s928734074,p00002,u467070262,1461758580,C,C,c,Compile Error,0,0,249,0/1
s366058654,p00002,u560285060,1461910821,C,C,c,Accepted,0,600,199,1/1
s773528074,p00002,u462734363,1462298973,C,C,c,Wrong Answer,0,596,273,0/1
s831725389,p00002,u462734363,1462299201,C,C,c,Wrong Answer,0,600,431,0/1
s332214409,p00002,u462734363,1462299323,C,C,c,Wrong Answer,0,600,431,0/1
s645021189,p00002,u462734363,1462299505,C,C,c,Wrong Answer,0,596,431,0/1
s212279887,p00002,u462734363,1462300111,C,C,c,Wrong Answer,0,600,320,0/1
s832402282,p00002,u462734363,1462300568,C,C,c,Accepted,0,596,294,1/1
s824284264,p00002,u467373594,1462537442,C,C,c,Accepted,0,596,315,1/1
s437215426,p00002,u902851676,1462866072,C,C,c,Time Limit Exceeded,20000,596,346,0/1
s881821608,p00002,u902851676,1462866375,C,C,c,Wrong Answer,0,560,329,0/1
s224417915,p00002,u771455303,1462869454,C,C,c,Runtime Error,0,600,116,0/1
s343662276,p00002,u771455303,1462869482,C,C,c,Runtime Error,0,600,112,0/1
s216688752,p00002,u771455303,1462869850,C,C,c,Wrong Answer,0,600,190,0/1
s933782127,p00002,u771455303,1462870002,C,C,c,Wrong Answer,0,600,206,0/1
s517991595,p00002,u771455303,1462870266,C,C,c,Accepted,0,600,198,1/1
s860562418,p00002,u927516039,1463032530,C,C,c,Wrong Answer,0,600,158,0/1
s523310367,p00002,u927516039,1463042587,C,C,c,Accepted,0,600,186,1/1
s597076276,p00002,u626943287,1463200505,C,C,c,Runtime Error,0,560,356,0/1
s346570632,p00002,u626943287,1463200551,C,C,c,Time Limit Exceeded,20000,556,356,0/1
s860226423,p00002,u626943287,1463200976,C,C,c,Compile Error,0,0,344,0/1
s823626598,p00002,u626943287,1463201084,C,C,c,Runtime Error,0,644,345,0/1
s144939890,p00002,u626943287,1463201133,C,C,c,Accepted,0,644,359,1/1
s884189721,p00002,u713611119,1463303776,C,C,c,Time Limit Exceeded,20000,556,592,0/1
s254405515,p00002,u713611119,1463306146,C,C,c,Runtime Error,0,520,293,0/1
s486950582,p00002,u713611119,1463306320,C,C,c,Wrong Answer,0,524,303,0/1
s211817762,p00002,u713611119,1463307224,C,C,c,Time Limit Exceeded,20000,596,211,0/1
s499532041,p00002,u713611119,1463307378,C,C,c,Time Limit Exceeded,20000,596,211,0/1
s031593386,p00002,u713611119,1463323922,C,C,c,Accepted,0,600,179,1/1
s452723612,p00002,u544325767,1463374247,C,C,c,Accepted,0,600,248,1/1
s217388298,p00002,u748663083,1463386322,C,C,c,Wrong Answer,0,600,189,0/1
s005888175,p00002,u748663083,1463387273,C,C,c,Time Limit Exceeded,20000,596,279,0/1
s613198481,p00002,u063363397,1463454124,C,C,c,Accepted,0,600,273,1/1
s319036484,p00002,u054139450,1463557318,C,C,c,Wrong Answer,0,596,162,0/1
s349909628,p00002,u054139450,1463557426,C,C,c,Wrong Answer,0,600,162,0/1
s560693755,p00002,u054139450,1463557626,C,C,c,Time Limit Exceeded,20000,592,219,0/1
s979894803,p00002,u467070262,1463616039,C,C,c,Accepted,0,600,245,1/1
s710635077,p00002,u902851676,1463662036,C,C,c,Accepted,0,600,272,1/1
s528580578,p00002,u757870987,1463728415,C,C,c,Wrong Answer,0,572,420,0/1
s672176609,p00002,u988309310,1464066495,C,C,c,Compile Error,0,0,143,0/1
s243598028,p00002,u988309310,1464066677,C,C,c,Accepted,0,600,143,1/1
s830327507,p00002,u214404619,1464086741,C,C,c,Wrong Answer,0,600,179,0/1
s270943450,p00002,u214404619,1464086960,C,C,c,Wrong Answer,0,596,180,0/1
s566887587,p00002,u214404619,1464087280,C,C,c,Wrong Answer,0,596,192,0/1
s361987138,p00002,u214404619,1464087511,C,C,c,Wrong Answer,0,596,196,0/1
s686031834,p00002,u214404619,1464087877,C,C,c,Time Limit Exceeded,20000,556,268,0/1
s642435313,p00002,u214404619,1464088719,C,C,c,Accepted,0,600,218,1/1
s062887299,p00002,u143603120,1464163351,C,C,c,Compile Error,0,0,195,0/1
s475207689,p00002,u143603120,1464163405,C,C,c,Compile Error,0,0,206,0/1
s394809406,p00002,u143603120,1464163789,C,C,c,Compile Error,0,0,202,0/1
s707358047,p00002,u143603120,1464163827,C,C,c,Compile Error,0,0,206,0/1
s754192101,p00002,u143603120,1464163860,C,C,c,Wrong Answer,0,600,207,0/1
s607941907,p00002,u143603120,1464163935,C,C,c,Wrong Answer,0,600,206,0/1
s007044767,p00002,u143603120,1464164005,C,C,c,Wrong Answer,0,596,205,0/1
s318330035,p00002,u143603120,1464164133,C,C,c,Compile Error,0,0,232,0/1
s642302463,p00002,u143603120,1464164156,C,C,c,Wrong Answer,0,600,233,0/1
s477544462,p00002,u143603120,1464164406,C,C,c,Wrong Answer,0,600,256,0/1
s362700501,p00002,u143603120,1464164426,C,C,c,Wrong Answer,0,600,267,0/1
s881260598,p00002,u143603120,1464164609,C,C,c,Compile Error,0,0,295,0/1
s944824016,p00002,u143603120,1464164639,C,C,c,Wrong Answer,0,596,287,0/1
s198576559,p00002,u288794640,1464164653,C,C,c,Compile Error,0,0,220,0/1
s582059612,p00002,u143603120,1464164657,C,C,c,Wrong Answer,0,600,303,0/1
s881718260,p00002,u143603120,1464164697,C,C,c,Wrong Answer,0,600,303,0/1
s591372265,p00002,u288794640,1464164739,C,C,c,Compile Error,20000,0,222,0/1
s223797328,p00002,u288794640,1464164902,C,C,c,Compile Error,0,0,219,0/1
s197275318,p00002,u288794640,1464165069,C,C,c,Compile Error,0,0,219,0/1
s808960964,p00002,u288794640,1464165101,C,C,c,Runtime Error,0,540,219,0/1
s510204662,p00002,u288794640,1464165147,C,C,c,Runtime Error,0,540,224,0/1
s045544778,p00002,u288794640,1464165199,C,C,c,Accepted,0,600,226,1/1
s694946242,p00002,u143603120,1464165492,C,C,c,Wrong Answer,0,644,276,0/1
s221439488,p00002,u143603120,1464165680,C,C,c,Wrong Answer,0,644,276,0/1
s613725399,p00002,u143603120,1464165716,C,C,c,Wrong Answer,0,644,276,0/1
s104161512,p00002,u143603120,1464165918,C,C,c,Wrong Answer,0,644,276,0/1
s032752372,p00002,u143603120,1464165976,C,C,c,Wrong Answer,0,644,276,0/1
s168131896,p00002,u889533753,1464166030,C,C,c,Runtime Error,0,536,166,0/1
s152224925,p00002,u143603120,1464166042,C,C,c,Wrong Answer,0,644,300,0/1
s621138036,p00002,u558728373,1464166044,C,C,c,Wrong Answer,0,520,195,0/1
s196728433,p00002,u143603120,1464166201,C,C,c,Compile Error,0,0,249,0/1
s988318314,p00002,u889533753,1464166225,C,C,c,Wrong Answer,0,600,191,0/1
s890877306,p00002,u143603120,1464166295,C,C,c,Compile Error,0,0,249,0/1
s608809441,p00002,u143603120,1464166316,C,C,c,Wrong Answer,0,644,246,0/1
s225974707,p00002,u143603120,1464166510,C,C,c,Wrong Answer,0,644,246,0/1
s838050024,p00002,u652521542,1464166983,C,C,c,Wrong Answer,0,600,195,0/1
s223944414,p00002,u029512513,1464256050,C,C,c,Accepted,0,600,325,1/1
s088273171,p00002,u120602885,1464261599,C,C,c,Wrong Answer,0,600,188,0/1
s985985728,p00002,u120602885,1464263098,C,C,c,Wrong Answer,0,600,225,0/1
s732285660,p00002,u120602885,1464266945,C,C,c,Time Limit Exceeded,20000,592,283,0/1
s184163240,p00002,u120602885,1464269198,C,C,c,Time Limit Exceeded,20000,596,277,0/1
s172354305,p00002,u120602885,1464269283,C,C,c,Time Limit Exceeded,20000,592,264,0/1
s621655466,p00002,u775586391,1464337094,C,C,c,Compile Error,0,0,265,0/1
s397653305,p00002,u775586391,1464337148,C,C,c,Accepted,0,600,266,1/1
s780793429,p00002,u120602885,1464337738,C,C,c,Compile Error,0,0,376,0/1
s085233210,p00002,u120602885,1464337777,C,C,c,Compile Error,0,0,377,0/1
s416530203,p00002,u880857007,1464337985,C,C,c,Wrong Answer,0,612,169,0/1
s573426756,p00002,u880857007,1464338187,C,C,c,Wrong Answer,0,600,196,0/1
s319807807,p00002,u120602885,1464338221,C,C,c,Wrong Answer,0,580,406,0/1
s378406316,p00002,u880857007,1464338405,C,C,c,Wrong Answer,0,600,222,0/1
s208039342,p00002,u880857007,1464338501,C,C,c,Accepted,0,600,216,1/1
s028833736,p00002,u120602885,1464338869,C,C,c,Accepted,0,584,395,1/1
s853513710,p00002,u120602885,1464339518,C,C,c,Accepted,0,596,240,1/1
s781913996,p00002,u395334793,1464445979,C,C,c,Wrong Answer,0,644,214,0/1
s952150100,p00002,u395334793,1464446011,C,C,c,Accepted,0,644,214,1/1
s434918924,p00002,u748663083,1464456604,C,C,c,Wrong Answer,0,612,198,0/1
s041046499,p00002,u748663083,1464456752,C,C,c,Wrong Answer,0,612,240,0/1
s454562237,p00002,u748663083,1464486292,C,C,c,Accepted,0,612,237,1/1
s556057368,p00002,u011621222,1464638300,C,C,c,Accepted,0,600,306,1/1
s569136185,p00002,u261607816,1464704148,C,C,c,Wrong Answer,0,644,283,0/1
s641939641,p00002,u261607816,1464705844,C,C,c,Accepted,0,600,177,1/1
s435519656,p00002,u143603120,1464766663,C,C,c,Wrong Answer,0,644,222,0/1
s802077761,p00002,u143603120,1464768184,C,C,c,Wrong Answer,0,644,232,0/1
s715327978,p00002,u721964234,1464768266,C,C,c,Wrong Answer,0,524,236,0/1
s069153461,p00002,u721964234,1464768315,C,C,c,Wrong Answer,0,524,251,0/1
s897901054,p00002,u721964234,1464768499,C,C,c,Wrong Answer,0,600,250,0/1
s769214320,p00002,u721964234,1464768836,C,C,c,Wrong Answer,0,600,291,0/1
s607902457,p00002,u721964234,1464769005,C,C,c,Accepted,0,600,285,1/1
s887690943,p00002,u995116138,1464770051,C,C,c,Accepted,0,612,189,1/1
s925038934,p00002,u314166831,1464879190,C,C,c,Wrong Answer,0,600,221,0/1
s114810805,p00002,u314166831,1464881000,C,C,c,Wrong Answer,0,600,320,0/1
s660754746,p00002,u973975705,1464939528,C,C,c,Time Limit Exceeded,20000,592,253,0/1
s144389110,p00002,u973975705,1464940065,C,C,c,Time Limit Exceeded,20000,592,253,0/1
s945321261,p00002,u178313254,1465003074,C,C,c,Wrong Answer,0,584,437,0/1
s458841559,p00002,u178313254,1465012837,C,C,c,Wrong Answer,0,600,762,0/1
s233541115,p00002,u178313254,1465014181,C,C,c,Wrong Answer,0,596,723,0/1
s820178897,p00002,u178313254,1465014284,C,C,c,Wrong Answer,0,600,674,0/1
s355991392,p00002,u178313254,1465014434,C,C,c,Wrong Answer,0,600,674,0/1
s689726666,p00002,u178313254,1465014561,C,C,c,Accepted,0,600,246,1/1
s652728838,p00002,u011621222,1465017140,C,C,c,Runtime Error,0,524,605,0/1
s252967604,p00002,u011621222,1465017943,C,C,c,Accepted,0,600,477,1/1
s640003829,p00002,u704216736,1465046575,C,C,c,Wrong Answer,0,600,183,0/1
s739014951,p00002,u704216736,1465048431,C,C,c,Runtime Error,0,592,199,0/1
s053469285,p00002,u704216736,1465048856,C,C,c,Wrong Answer,0,600,236,0/1
s658700335,p00002,u704216736,1465049287,C,C,c,Wrong Answer,0,600,289,0/1
s115000265,p00002,u704216736,1465086614,C,C,c,Accepted,0,600,182,1/1
s109120736,p00002,u862738729,1465464360,C,C,c,Wrong Answer,0,600,338,0/1
s747143340,p00002,u356989804,1465471999,C,C,c,Accepted,0,600,194,1/1
s461723451,p00002,u760384284,1465544811,C,C,c,Accepted,0,600,195,1/1
s544008144,p00002,u799978228,1465792796,C,C,c,Wrong Answer,0,600,179,0/1
s044708792,p00002,u799978228,1465793088,C,C,c,Wrong Answer,0,600,302,0/1
s852035227,p00002,u799978228,1465793483,C,C,c,Accepted,0,600,262,1/1
s298743385,p00002,u903884476,1465872692,C,C,c,Compile Error,0,0,4,0/1
s905594950,p00002,u903884476,1465876287,C,C,c,Accepted,0,600,201,1/1
s054546701,p00002,u314166831,1466084983,C,C,c,Runtime Error,0,600,530,0/1
s988840330,p00002,u314166831,1466085133,C,C,c,Runtime Error,0,600,530,0/1
s878914071,p00002,u314166831,1466086161,C,C,c,Runtime Error,0,596,457,0/1
s163268724,p00002,u314166831,1466086557,C,C,c,Accepted,0,600,548,1/1
s800082134,p00002,u117025482,1466169821,C,C,c,Runtime Error,0,600,273,0/1
s618347731,p00002,u117025482,1466169989,C,C,c,Runtime Error,0,596,273,0/1
s500982430,p00002,u117025482,1466170191,C,C,c,Runtime Error,0,600,254,0/1
s563594803,p00002,u117025482,1466170319,C,C,c,Runtime Error,0,600,250,0/1
s763659581,p00002,u117025482,1466170451,C,C,c,Accepted,0,600,272,1/1
s378795322,p00002,u117025482,1466170692,C,C,c,Runtime Error,0,600,249,0/1
s472624761,p00002,u117025482,1466170720,C,C,c,Runtime Error,0,600,249,0/1
s530774364,p00002,u117025482,1466170842,C,C,c,Accepted,0,600,268,1/1
s130102023,p00002,u176770040,1466572677,C,C,c,Runtime Error,0,560,553,0/1
s311159414,p00002,u176770040,1466573181,C,C,c,Runtime Error,0,560,557,0/1
s305980801,p00002,u176770040,1466573475,C,C,c,Wrong Answer,0,600,559,0/1
s012220445,p00002,u176770040,1466573748,C,C,c,Wrong Answer,0,600,536,0/1
s503100004,p00002,u176770040,1466575219,C,C,c,Wrong Answer,0,600,574,0/1
s593473756,p00002,u176770040,1466575668,C,C,c,Wrong Answer,0,600,579,0/1
s658056368,p00002,u176770040,1466576066,C,C,c,Wrong Answer,0,600,574,0/1
s568900988,p00002,u176770040,1466576708,C,C,c,Wrong Answer,0,600,574,0/1
s434590313,p00002,u176770040,1466577264,C,C,c,Wrong Answer,0,600,536,0/1
s595967433,p00002,u176770040,1466577740,C,C,c,Wrong Answer,0,600,472,0/1
s613168102,p00002,u176770040,1466577831,C,C,c,Time Limit Exceeded,20000,556,472,0/1
s327382957,p00002,u176770040,1466577945,C,C,c,Time Limit Exceeded,20000,556,464,0/1
s082858607,p00002,u176770040,1466578085,C,C,c,Wrong Answer,0,600,485,0/1
s135151603,p00002,u467541030,1466738474,C,C,c,Compile Error,0,0,186,0/1
s245356452,p00002,u467541030,1466738481,C,C,c,Wrong Answer,0,600,184,0/1
s006786061,p00002,u467541030,1466738745,C,C,c,Accepted,0,600,217,1/1
s671512643,p00002,u419760455,1467112078,C,C,c,Wrong Answer,0,600,490,0/1
s926704711,p00002,u419760455,1467112179,C,C,c,Wrong Answer,0,600,494,0/1
s196514467,p00002,u419760455,1467112272,C,C,c,Wrong Answer,0,596,470,0/1
s233237287,p00002,u419760455,1467112488,C,C,c,Accepted,0,596,473,1/1
s956262329,p00002,u020581035,1467121013,C,C,c,Wrong Answer,0,596,135,0/1
s290283008,p00002,u020581035,1467121279,C,C,c,Runtime Error,0,564,146,0/1
s808052813,p00002,u020581035,1467121480,C,C,c,Compile Error,0,0,185,0/1
s632885516,p00002,u020581035,1467121500,C,C,c,Compile Error,0,0,185,0/1
s327654277,p00002,u020581035,1467121522,C,C,c,Compile Error,0,0,185,0/1
s758439296,p00002,u020581035,1467121640,C,C,c,Compile Error,0,0,186,0/1
s130113199,p00002,u020581035,1467121684,C,C,c,Accepted,0,612,188,1/1
s297006151,p00002,u176770040,1467280874,C,C,c,Wrong Answer,0,600,486,0/1
s142406516,p00002,u176770040,1467281261,C,C,c,Wrong Answer,0,600,486,0/1
s126492549,p00002,u176770040,1467281469,C,C,c,Wrong Answer,0,600,486,0/1
s118015865,p00002,u176770040,1467281964,C,C,c,Wrong Answer,0,600,507,0/1
s543181557,p00002,u089038823,1467597369,C,C,c,Runtime Error,0,600,240,0/1
s969901855,p00002,u089038823,1467597512,C,C,c,Runtime Error,0,600,240,0/1
s697849698,p00002,u089038823,1467597738,C,C,c,Runtime Error,0,600,261,0/1
s783610248,p00002,u089038823,1467598014,C,C,c,Runtime Error,0,600,186,0/1
s202764316,p00002,u123652393,1467781049,C,C,c,Compile Error,0,0,172,0/1
s153644173,p00002,u979832219,1467904655,C,C,c,Time Limit Exceeded,20000,596,211,0/1
s092448232,p00002,u979832219,1467904808,C,C,c,Wrong Answer,0,596,216,0/1
s216484713,p00002,u979832219,1467904865,C,C,c,Time Limit Exceeded,20000,596,217,0/1
s993007367,p00002,u218121253,1467938162,C,C,c,Wrong Answer,0,596,297,0/1
s326304732,p00002,u218121253,1467938948,C,C,c,Wrong Answer,0,600,254,0/1
s247678500,p00002,u218121253,1467939163,C,C,c,Accepted,0,600,294,1/1
s928423052,p00002,u979832219,1468043658,C,C,c,Wrong Answer,0,600,213,0/1
s132155775,p00002,u979832219,1468043749,C,C,c,Accepted,0,600,206,1/1
s504663674,p00002,u952759940,1468372339,C,C,c,Time Limit Exceeded,20000,556,421,0/1
s714606583,p00002,u952759940,1468372740,C,C,c,Runtime Error,0,596,386,0/1
s079124137,p00002,u952759940,1468372924,C,C,c,Runtime Error,0,592,387,0/1
s482005623,p00002,u952759940,1468373231,C,C,c,Accepted,0,612,369,1/1
s972639625,p00002,u313344417,1468408670,C,C,c,Time Limit Exceeded,20000,556,370,0/1
s334094714,p00002,u313344417,1468410004,C,C,c,Wrong Answer,0,616,457,0/1
s714428036,p00002,u911435714,1468459560,C,C,c,Runtime Error,0,540,182,0/1
s907975452,p00002,u911435714,1468459627,C,C,c,Runtime Error,0,540,194,0/1
s246069279,p00002,u911435714,1468459694,C,C,c,Compile Error,0,0,192,0/1
s772889409,p00002,u911435714,1468459782,C,C,c,Runtime Error,0,540,192,0/1
s025534259,p00002,u911435714,1468459817,C,C,c,Runtime Error,0,540,191,0/1
s718431713,p00002,u911435714,1468459912,C,C,c,Compile Error,20000,0,193,0/1
s855370718,p00002,u911435714,1468459979,C,C,c,Compile Error,0,0,195,0/1
s827483302,p00002,u911435714,1468460063,C,C,c,Runtime Error,0,540,208,0/1
s194522760,p00002,u911435714,1468460200,C,C,c,Runtime Error,0,540,211,0/1
s553293347,p00002,u911435714,1468460301,C,C,c,Runtime Error,0,540,207,0/1
s843400713,p00002,u911435714,1468460316,C,C,c,Runtime Error,0,540,175,0/1
s751129833,p00002,u911435714,1468460333,C,C,c,Wrong Answer,0,524,97,0/1
s033948125,p00002,u911435714,1468460383,C,C,c,Runtime Error,0,536,242,0/1
s164074608,p00002,u911435714,1468460432,C,C,c,Compile Error,0,0,247,0/1
s580110372,p00002,u911435714,1468460485,C,C,c,Runtime Error,0,540,235,0/1
s904862694,p00002,u911435714,1468460641,C,C,c,Runtime Error,0,540,214,0/1
s776718617,p00002,u911435714,1468460651,C,C,c,Runtime Error,0,540,213,0/1
s637495133,p00002,u911435714,1468460662,C,C,c,Wrong Answer,0,524,213,0/1
s295106826,p00002,u911435714,1468460672,C,C,c,Runtime Error,0,540,213,0/1
s270791359,p00002,u911435714,1468460712,C,C,c,Runtime Error,0,540,215,0/1
s241459413,p00002,u911435714,1468460731,C,C,c,Wrong Answer,0,524,220,0/1
s050645109,p00002,u911435714,1468460736,C,C,c,Runtime Error,0,540,220,0/1
s738063338,p00002,u911435714,1468460936,C,C,c,Wrong Answer,0,560,216,0/1
s681230431,p00002,u911435714,1468460951,C,C,c,Wrong Answer,0,600,209,0/1
s041575981,p00002,u911435714,1468461059,C,C,c,Wrong Answer,0,596,209,0/1
s399226370,p00002,u911435714,1468461167,C,C,c,Wrong Answer,0,600,208,0/1
s059809074,p00002,u911435714,1468461363,C,C,c,Accepted,0,600,213,1/1
s695900229,p00002,u302788563,1468629716,C,C,c,Wrong Answer,0,600,165,0/1
s459336663,p00002,u302788563,1468629805,C,C,c,Wrong Answer,0,596,154,0/1
s793604437,p00002,u302788563,1468630022,C,C,c,Compile Error,0,0,168,0/1
s691306675,p00002,u302788563,1468630192,C,C,c,Wrong Answer,0,600,187,0/1
s213639837,p00002,u302788563,1468630898,C,C,c,Wrong Answer,0,600,156,0/1
s623411564,p00002,u302788563,1468631617,C,C,c,Wrong Answer,0,596,153,0/1
s539424708,p00002,u302788563,1468631782,C,C,c,Wrong Answer,0,596,152,0/1
s851377955,p00002,u186080397,1468643414,C,C,c,Wrong Answer,0,584,412,0/1
s853603330,p00002,u186080397,1468643536,C,C,c,Wrong Answer,0,584,445,0/1
s556057107,p00002,u186080397,1468643781,C,C,c,Wrong Answer,0,584,436,0/1
s885290657,p00002,u760384284,1468918174,C,C,c,Accepted,0,600,264,1/1
s945781108,p00002,u146816547,1468947117,C,C,c,Compile Error,0,0,157,0/1
s947136557,p00002,u146816547,1468947151,C,C,c,Compile Error,0,0,157,0/1
s974533622,p00002,u146816547,1468947588,C,C,c,Accepted,0,600,203,1/1
s549151734,p00002,u313344417,1469007860,C,C,c,Compile Error,30,0,462,0/1
s316905387,p00002,u313344417,1469007917,C,C,c,Wrong Answer,0,612,498,0/1
s001632107,p00002,u313344417,1469007960,C,C,c,Wrong Answer,0,604,480,0/1
s916716551,p00002,u313344417,1469007991,C,C,c,Wrong Answer,0,600,450,0/1
s226711576,p00002,u313344417,1469008149,C,C,c,Compile Error,0,0,881,0/1
s131891201,p00002,u313344417,1469008297,C,C,c,Wrong Answer,0,600,853,0/1
s099006267,p00002,u313344417,1469008495,C,C,c,Compile Error,0,0,934,0/1
s336108619,p00002,u313344417,1469008553,C,C,c,Wrong Answer,0,604,860,0/1
s021389440,p00002,u725841747,1469418776,C,C,c,Compile Error,0,0,199,0/1
s978672062,p00002,u725841747,1469419060,C,C,c,Compile Error,0,0,218,0/1
s684523167,p00002,u725841747,1469419211,C,C,c,Compile Error,0,0,210,0/1
s544659019,p00002,u895599153,1469421998,C,C,c,Compile Error,0,0,239,0/1
s180051517,p00002,u895599153,1469422081,C,C,c,Compile Error,0,0,240,0/1
s695638849,p00002,u895599153,1469422178,C,C,c,Wrong Answer,0,600,252,0/1
s830057065,p00002,u895599153,1469422415,C,C,c,Wrong Answer,0,600,253,0/1
s352583480,p00002,u895599153,1469422595,C,C,c,Wrong Answer,0,600,255,0/1
s628215942,p00002,u895599153,1469423947,C,C,c,Wrong Answer,0,616,214,0/1
s406389322,p00002,u895599153,1469423997,C,C,c,Accepted,0,616,196,1/1
s896877433,p00002,u895599153,1469424060,C,C,c,Wrong Answer,0,604,261,0/1
s420484353,p00002,u895599153,1469424077,C,C,c,Accepted,0,616,167,1/1
s321793497,p00002,u516252114,1469438942,C,C,c,Wrong Answer,0,600,281,0/1
s346335026,p00002,u516252114,1469439922,C,C,c,Wrong Answer,0,600,347,0/1
s715186802,p00002,u516252114,1469440178,C,C,c,Accepted,0,596,256,1/1
s194085808,p00002,u725841747,1470030998,C,C,c,Accepted,0,600,257,1/1
s099449852,p00002,u187737708,1470105007,C,C,c,Runtime Error,0,600,436,0/1
s153720180,p00002,u866492677,1470742988,C,C,c,Wrong Answer,0,604,634,0/1
s176599095,p00002,u866492677,1470743580,C,C,c,Wrong Answer,0,604,538,0/1
s108921618,p00002,u866492677,1470744312,C,C,c,Wrong Answer,0,600,568,0/1
